LAYER_NUMBER,MEAN (E7),MEAN (E8),MEAN (E14),MEAN (E15),MEAN (13),MEAN (16)
437,2212.48,2227.37,2132.25,2171.17,2237.27,1909.26
438,2069.62,2088.34,2005.95,2038.06,2134.83,1804.39
439,2182.5,2192.22,2094.09,2133.6,2208.61,1879.66
440,2135.52,2152,2072.52,2103.02,2184.13,1864.48
441,2102.21,2117.12,2013.39,2050.16,2132.56,1807.58
442,2217.08,2236.05,2163.35,2193,2271.48,1959.27
443,2135.34,2153.7,2046.88,2084.53,2154.89,1823.6
444,2111.99,2122.47,2048.11,2085.12,2175.95,1853.57
445,2212.2,2224.2,2137.04,2171.96,2242.5,1905.2
446,2090.67,2114.47,2026.09,2070.34,2151.36,1822.24
447,2233.31,2254.58,2132.41,2164.99,2252.52,1922.24
448,2184.43,2202.1,2125.84,2147.2,2241.06,1903.04
449,2123.02,2128.74,2029.78,2068.53,2147.59,1795.35
450,2219.96,2229.36,2164.08,2189.11,2274.48,1954.92
451,2153.14,2165.85,2065.26,2097.45,2183.23,1830.47
452,2155.04,2160.03,2069.25,2110.66,2207.85,1889.65
453,2256.79,2281.15,2177.73,2211.8,2286.61,1951.17
454,2100.72,2132.17,2031.16,2074.13,2178.4,1840.96
455,2199.09,2211.02,2103.46,2142.27,2225.27,1895.89
456,2182.32,2204.35,2123.03,2143.09,2233.5,1919.96
457,2139.7,2169.52,2037.57,2070.66,2157.98,1830.53
458,2250.66,2259.43,2174.34,2214.07,2294.02,1983.51
459,2179.03,2188.26,2088.29,2131.79,2202.36,1864.05
460,2128.42,2143.12,2051.27,2087.5,2190.89,1872.06
461,2255.95,2258.09,2160.26,2199.38,2278.73,1935.82
462,2125.99,2133.26,2048.39,2088.08,2185.86,1852.52
463,2221.71,2240.4,2116.86,2159.79,2253.53,1926.72
464,2212.97,2227.89,2144.91,2174.27,2266.79,1943.79
465,2129.7,2148.06,2035.56,2071.57,2171.33,1814.37
466,2229.51,2242.63,2163.34,2191.91,2282.47,1971.06
467,2168.2,2187.22,2086.28,2129.13,2207.96,1861.57
468,2128.9,2165.79,2057.34,2106.44,2213.57,1879.5
469,2285.51,2302.96,2186.26,2229.16,2302.79,1964.38
470,2146.09,2161.29,2072.84,2108.65,2205.15,1867.74
471,2184.49,2210.35,2097.06,2138.76,2228.17,1877.45
472,2218.27,2233.49,2158.31,2197.7,2280.19,1951.24
473,2163.41,2178.4,2064.63,2107.75,2190.67,1841.79
474,2264.12,2275.65,2193.06,2228.43,2326.08,1993.81
475,2217.02,2224.57,2135.24,2176.82,2253.97,1886.57
476,2131.03,2148.08,2065.08,2098.05,2208.32,1878.32
477,2267.55,2277.24,2186.06,2220.85,2305.49,1957.46
478,2147.98,2160.72,2073.03,2125.49,2201.6,1868.51
479,2215.2,2240.61,2127.08,2168.62,2260.64,1917.08
480,2515.03,2532.04,2451.33,2495.97,2589.99,1981.86
481,2411.14,2424.32,2318.37,2385.07,2476.24,2054.28
482,2480.14,2500.9,2422.85,2464.61,2549.65,2192.26
483,2147.52,2169.03,2061.71,2107.74,2176.59,2120.57
484,2109.11,2135.74,2028.73,2076.3,2185.15,1843.5
485,2262.38,2281.39,2175.82,2204.82,2285.93,1940.53
486,2136.57,2144.89,2055.12,2093.84,2186.77,1851.26
487,2150.57,2174.69,2059.56,2097.31,2178.35,1839.36
488,2214.63,2222.32,2152.33,2186.98,2256.92,1945.1
489,2112.65,2141.19,2017.55,2061.78,2141.83,1803.15
490,2217.98,2230.91,2144.48,2169.65,2257.73,1941.35
491,2178.39,2204.69,2092.95,2141.63,2202.51,1869.25
492,2082.59,2098.68,2008,2050.33,2142.61,1819.17
493,2225.05,2231.91,2137.17,2172.98,2248.02,1915.22
494,2134.35,2152.87,2056.83,2095.15,2183.54,1849.69
495,2166.25,2191.12,2070.19,2107.28,2193.6,1852.79
496,2245.38,2256.56,2174.76,2207.23,2291.63,1962.93
497,2131.02,2150.15,2033.42,2078.38,2158.04,1799.08
498,2173,2187.21,2105.06,2134.23,2229.08,1902.01
499,2191.76,2202.24,2104.52,2144.74,2210.86,1865.26
500,2109.53,2129.74,2029.53,2073.87,2172.4,1841.47
501,2274.83,2284.22,2178.9,2207.46,2287.41,1957.62
502,2155.14,2181.83,2084.08,2121.4,2213.86,1881.91
503,2145.61,2162.72,2043.73,2085.57,2173.59,1823.5
504,2239.69,2248.85,2167.01,2207.2,2278.87,1963.65
505,2138.79,2165.02,2041.17,2088.49,2171.84,1817.68
506,2206.74,2229.46,2130.9,2174.98,2262.58,1936.92
507,2225.77,2253.35,2132.62,2183.14,2250.95,1903.99
508,2117.41,2132.25,2044.96,2084.52,2186.88,1835.85
509,2256.02,2265.77,2167.62,2201.61,2279.82,1931.53
510,2167.59,2183.98,2096.87,2138.67,2217.86,1880.57
511,2169.94,2203.27,2070.42,2113.48,2205.6,1851.64
512,2270.42,2287.99,2197.23,2227.08,2314.14,1996.95
513,2166.75,2178.54,2075.13,2111.1,2187.83,1831.39
514,2169.91,2195.12,2098.06,2133.08,2225.69,1905.24
515,2228.39,2241.35,2138.86,2187.38,2256.5,1908.77
516,2144.5,2170.37,2062.89,2101.49,2207.53,1853.3
517,2298.79,2316.39,2198.69,2239.88,2332,1978.85
518,2215.62,2233.78,2137.07,2163,2264.47,1922.17
519,2174.05,2189.78,2082.36,2120.19,2210.19,1839.4
520,2281.42,2289.35,2204.25,2236.99,2327.38,1997.52
521,2175.33,2211.16,2074.95,2129.57,2212.45,1818.72
522,2232.31,2251.58,2136.55,2192.11,2281.18,
523,2289.06,2320.14,2195.17,2232.78,2316.37,
524,2169.66,2191.47,2074.19,2130.51,2228.6,
525,2277.58,2299.67,2177.62,2217.35,2306.07,
526,2213.49,2240.05,2142.47,2185.14,2267.95,
527,2209.55,2246.15,2094.2,2151.57,2232.53,
528,2320.62,2329,2236.5,2273.6,2370.5,
529,2205.96,2239.71,2104.78,2155.38,2239.07,
530,2211.85,2230.97,2128,2168.8,2261.26,
531,2300.22,2315.23,2193.85,2246.59,2318.54,
532,2181.11,2205.3,2086.87,2130.66,2234.58,
533,2302.44,2339.34,2203.23,2245.56,2346.9,
534,2265.87,2294.99,2177.85,2206.57,2319.34,
535,2193.06,2218.3,2075.28,2126.61,2216.99,
536,2292.92,2315.62,2218.54,2243.43,2334.43,
537,2214.62,2240.59,2117.86,2159.95,2252.11,
538,2215.22,2254.76,2134.09,2180.67,2278.74,
539,2328.09,2354.69,2223.94,2266.15,2359.8,
540,2187.62,2215.9,2099.77,2136.91,2239.36,
541,2271.96,2293.41,2167.76,2211.39,2306.79,
542,2261.79,2286.9,2172.09,2214.38,2303.3,
543,2221.11,2267.28,2113.61,2157.35,2261.67,
544,2332.78,2359.63,2243.61,2284.04,2377.96,
545,2252.95,2287.27,2142.96,2188.33,2281.57,
546,2219.68,2237.45,2125.32,2171.22,2278.49,
547,2322.22,2358.54,2225.69,2268.79,2360.5,
548,2216.06,2241.21,2122.13,2159.42,2269.71,
549,2314.28,2345.95,2205.08,2254.08,2349.24,
550,2305.97,2332.82,2208.92,2239.7,2350.9,
551,2218.55,2248.32,2094.7,2156.03,2246.06,
552,2324.7,2337.35,2226.28,2272.41,2367.98,
553,2260.25,2290.72,2157.18,2209.75,2289.2,
554,2238.48,2272.18,2139.17,2197.4,2299.1,
555,2373.28,2410.3,2273.31,2312.14,2404.4,
556,2233.35,2263.21,2128.51,2173.85,2280.15,
557,2282.4,2307.63,2173.04,2220.88,2314.17,
558,2306.52,2333.2,2218.15,2251.85,2361.3,
559,2231.02,2264.08,2107.53,2170.61,2267.67,
560,2367.89,2388.09,2265.28,2316.95,2418.93,
561,2327.21,2348.44,2189.06,2256.61,2344.15,
562,2251.5,2275.9,2146.43,2197.59,2308.69,
563,2378.46,2400.38,2261.28,2318.69,2398.95,
564,2274.98,2292.07,2164.44,2206.74,2322.54,
565,2345.23,2380.81,2211.83,2269.8,2373.65,
566,2377.45,2397.99,2269.17,2320.22,2415.77,
567,2276.21,2304.73,2138.11,2210.72,2292.41,
568,2365.22,2378.79,2254.42,2305.32,2403.07,
569,2330.91,2358.85,2205.62,2275.77,2352.34,
570,2293.17,2328.29,2173.42,2235.42,2348.03,
571,2436.9,2450.23,2300.51,2349.09,2454.16,
572,2303.78,2343.69,2179.2,2238.73,2346.91,
573,2337.85,2372.88,2187.33,2260.1,2365.38,
574,2393.71,2425.69,2282.15,2342.29,2435.87,
575,2307.38,2353.95,2155.79,2235.31,2331.3,
576,2412.04,2440.11,2282.65,2355.42,2462.16,
577,2384.52,2430.67,2244.93,2313.65,2409.47,
578,2302.45,2354.23,2174.1,2239.66,2349.31,
579,2427.59,2460.53,2286.13,2355.97,2446.88,
580,2322,2383.6,2208.48,2268.38,2378.11,
581,2384.09,2422.11,2235.01,2304.08,2426.36,
582,2443.75,2485.71,2318.42,2374.16,2479.54,
583,2321.14,2374.23,2172.9,2244.12,2342.97,
584,2385.86,2426.45,2262.19,2332.47,2440.67,
585,2389.05,2440.91,2261.23,2327.51,2424.62,
586,2327.13,2387.65,2199.34,2271.26,2388.03,
587,2471.39,2519.64,2334.08,2398.28,2499.77,
588,2372.67,2423.86,2252.81,2305.56,2425.99,
589,2359.82,2408.04,2207.21,2278.27,2390.67,
590,2452.36,2493.17,2327.64,2376.4,2486.21,
591,2351.04,2414.27,2194.95,2285,2379.83,
592,2440.45,2483.27,2299.74,2388.08,2496.19,
593,2441.31,2493.34,2305.98,2368.56,2462.16,
594,2331.42,2378.68,2197.94,2278.21,2389.92,
595,2456.04,2484.24,2309.57,2392.02,2486.22,
596,2392.97,2431.41,2261.75,2354.37,2441.22,
597,2407.64,2460.69,2242.05,2328.61,2446.4,
598,2506.45,2530.81,2385.04,2441.87,2542.02,
599,2380.41,2422.92,2231.83,2329.38,2418.73,
600,2419.09,2453.26,2285.6,2367.48,2472.52,
601,2451.95,2493.88,2312.27,2400.83,2490.14,
602,2366.3,2405.9,2224.82,2324.85,2431.82,
603,2540.31,2557.76,2374.09,2449.55,2565.85,
604,2450.13,2479.09,2314.68,2394.44,2495.63,
605,2398.34,2442.9,2246.87,2351.25,2449.07,
606,2517.05,2537.45,2384.13,2458.67,2560.29,
607,2416.06,2448.13,2261.54,2363.43,2450.7,
608,2471.24,2503.5,2330.59,2432.03,2551.26,
609,2525.32,2546.33,2375.11,2459.17,2554.45,
610,2388.73,2428.54,2257.72,2343.48,2447.26,
611,2517.38,2540.35,2366.61,2438.46,2557.77,
612,2465.09,2502.96,2325.07,2426,2514.88,
613,2465.15,2490.25,2282.84,2383.18,2514.39,
614,2560.2,2584.58,2417.85,2489.5,2618.26,
615,2447.45,2471.96,2278.94,2389.69,2500.33,
616,2451.59,2487.89,2303.59,2404.76,2534.52,
617,2529.98,2544.11,2373.72,2469.9,2584.31,
618,2426.14,2469.26,2273.43,2381.78,2527.66,
619,2573.91,2587.81,2406.33,2491.67,2627.35,
620,2506.87,2542.27,2374.97,2453.06,2583.44,
621,2438.57,2485.72,2262.1,2362.45,2509.28,
622,2549.89,2589.9,2411.17,2491.77,2620,
623,2477.38,2519.35,2310.19,2416.22,2538.4,
624,2481.61,2542.8,2340.64,2441.79,2585.29,
625,2594.54,2631.65,2435.72,2525.8,2646.08,
626,2419.34,2492.4,2287.21,2388.19,2542.12,
627,2515.44,2565.02,2371.62,2463.77,2589.51,
628,2514.35,2560.15,2387.1,2476.22,2610.05,
629,2474.67,2525.86,2312.56,2395.26,2557.32,
630,2591.93,2638.59,2455.16,2534.28,2663.81,
631,2527.65,2549.7,2337.95,2447.29,2559.39,
632,2478.74,2519.2,2325.77,2422.22,2567.85,
633,2608.06,2608.48,2433.26,2534.16,2648.6,
634,2498.39,2523.58,2311,2409.84,2556.67,
635,2628.96,2637.36,2419.82,2501.42,2649.13,
636,2607.7,2611.37,2417.17,2505.52,2634.22,
637,2521.08,2513.87,2286.56,2404.18,2540.17,
638,2614.15,2606.3,2434.06,2515.96,2633.62,
639,2567.05,2549.49,2344.41,2456.55,2573.48,
640,2559.06,2551.81,2347.13,4723.63,2604.26,
641,2656.18,2653.85,2463.25,2480.22,2684.14,
642,2525.7,2538.25,2341.46,2354.43,2566.31,
643,2580.04,2564.58,2369.98,2423.22,2589.73,
644,2605.01,2600.61,2448.04,2467.38,2633.9,
645,2556.37,2545.25,2342,2398.03,2562.54,
646,2644.32,2644.32,2486.29,2529.62,2679.84,
647,2582.13,2572.49,2394.41,2450.32,2590.84,
648,2517.35,2519.41,2336.14,2390.25,2568.83,
649,2633.57,2635.14,2468.25,2525.54,2659,
650,2529.27,2538.38,2357.55,2395.84,2575.07,
651,2618.64,2611.66,2416.64,2474.65,2619.85,
652,2624.33,2628.32,2466.17,2508.27,2651.6,
653,2519.26,2524.99,2313.37,2404.94,2540.21,
654,2601.69,2607.34,2443.36,2502.14,2640.29,
655,2559.78,2571.87,2385.6,2469.48,2590.04,
656,2538.73,2562.55,2351.64,2428.79,2587.98,
657,2670.01,2673.19,2487.17,2554.25,2689.31,
658,2533.33,2552.04,2364.52,2408.99,2564.57,
659,2565.54,2558.41,2361.64,2424.67,2580,
660,2609.89,2637.62,2455.65,2497.39,2642.43,
661,2542.17,2560.09,2327.76,2405.02,2553.74,
662,2628.46,2640.07,2451.13,2520.31,2664.06,
663,2599.89,2621.2,2404.67,2475.45,2601.63,
664,2503.3,2534.48,2318.02,2388.15,2554.28,
665,2622.05,2634.35,2442.05,2516.56,2645.08,
666,2542.04,2566.93,2367.23,2421.05,2578.77,
667,2596.62,2611.31,2391.41,2463.02,2624.44,
668,2644.33,2658.46,2474.1,2528.79,2661.7,
669,2522.52,2538.04,2308.29,2391.1,2537.51,
670,2597.38,2606.02,2419.58,2490.38,2631.13,
671,2573.38,2598.27,2394.7,2478.16,2598.5,
672,2526.04,2550.88,2331.5,2417.65,2576.73,
673,4018.87,4028.28,3883.86,3825.05,4092.87,
674,3738.82,3772.59,3696.9,3650.72,3905.77,
675,3736.62,3759,3642.47,3676.29,3903.2,
676,2054.92,2081.31,1990.44,1959.2,2080.35,
677,1973.41,2007.12,1872.47,1883.87,1964.8,
678,2048.33,2085.77,1990.04,1962.51,2083.48,
679,2054.97,2091.13,1959,1963.91,2041.75,
680,1969.94,2003.52,1902.36,1882.87,1997.88,
681,2098.21,2109.36,2006.18,1998.93,2084.62,
682,2014.77,2046.88,1943.16,1917.65,2029.72,
683,2027.46,2065.21,1922.15,1927.37,2016.18,
684,2101.95,2123.48,2026.7,2005.93,2115.45,
685,2014.62,2036.76,1905,1906.75,1984.49,
686,2049.16,2078.63,1971.84,1953.75,2063.99,
687,2063.06,2072.96,1956.26,1960.61,2037.21,
688,1994.06,2016.3,1903.55,1890.36,2003.25,
689,2138.06,2151.94,2019.59,2017.63,2096.49,
690,2034.56,2048.22,1948.82,1932.32,2039.53,
691,2012.1,2021.35,1900.24,1907.62,1989.25,
692,2094.75,2092.79,2009.02,1983.84,2091.54,
693,2021.52,2035.99,1903.41,1906.43,1993.74,
694,2064.32,2079.65,1982.37,1960.27,2067.64,
695,2097.1,2107.42,1989.08,1990.91,2063.2,
696,1975.47,1997.32,1908.19,1884.69,1997.98,
697,2104.31,2119.61,1994.99,1990.63,2081.63,
698,2025.35,2045.34,1944.97,1922.93,2028.8,
699,2028.5,2054.31,1919.7,1912.31,2008.71,
700,2112.21,2122.62,2030.55,2013.46,2114.39,
701,2026.48,2046.67,1907.93,1915.99,1999.66,
702,2030.26,2045.14,1946.85,1929.1,2044.95,
703,2088.45,2110.26,1983.11,1975.49,2064.34,
704,1991.16,2022.74,1906.33,1894.95,1999.07,
705,2116.7,2142.51,2003.24,2001.08,2092.01,
706,2042.3,2063.23,1960.42,1933.45,2044.02,
707,2023.84,2030.71,1907.52,1908.11,1983.81,
708,2098.05,2109.82,2012.87,1993.96,2093.16,
709,2028.49,2051.13,1915.22,1913.2,2000.46,
710,2045.74,2061.5,1956.62,1944.39,2044.98,
711,2109.24,2140.91,2003.51,2003.83,2088.23,
712,2005.19,2020.54,1921.91,1906.04,2014.42,
713,2110.28,2127.92,1998.2,2004.73,2090.51,
714,2032.01,2055.96,1959.35,1938.56,2032.75,
715,2002.23,2025.53,1881.44,1887.23,1974.88,
716,2068.62,2088.11,1993.1,1976.68,2072.23,
717,2010.9,2022.65,1898.07,1894.11,1975.72,
718,1984.52,2000.83,1903.09,1881.03,1982.21,
719,2068.69,2081.58,1954.34,1956.21,2034.46,
720,1963.71,1991.94,1877.37,1856.24,1965.31,
721,2071.48,2090.65,1948.76,1947.16,2050.23,
722,2019.43,2045.09,1935.78,1911.41,2015.11,
723,1990.19,2000.36,1863.8,1863.78,1954.16,
724,2061.52,2074.77,1972.53,1948.96,2045.6,
725,2006.63,2035.63,1892.24,1893.05,1976.83,
726,1966.68,1985.49,1872.93,1856.63,1968.3,
727,2055.74,2074.13,1948.19,1944.18,2030.43,
728,1939.72,1956.7,1859.05,1839.99,1941.07,
729,2015.94,2026.62,1895.44,1901.1,1995.08,
730,1994.37,2010.32,1911.41,1886.41,1987.1,
731,1965.92,1993.46,1842.38,1850.56,1937.15,
732,2054.18,2073.69,1967.94,1950.28,2041.86,
733,1999.43,2016.31,1884.86,1887.94,1969.84,
734,1953.31,1970.11,1866.57,1844.95,1950.84,
735,2056.98,2066.37,1952.2,1951.01,2042.33,
736,1963.56,1980.28,1873.04,1859.5,1951.4,
737,2032.81,2063.43,1922.13,1925.49,2016.88,
738,2021.48,2042.18,1939.95,1917.82,2016.1,
739,1954.41,1975.24,1837.26,1845.34,1935.82,
740,2031.2,2048.74,1957.53,1932.02,2021.87,
741,1988.26,2010.69,1887.68,1883.87,1976.34,
742,1955.58,1997.86,1881.43,1849.9,1951.22,
743,2082.1,2095.42,1969.92,1970.23,2056.67,
744,1957.72,1988.2,1883.73,1856.63,1944.66,
745,2010.64,2023.36,1904.23,1900.69,1977.24,
746,2021.11,2041.03,1946.47,1923.21,2008.22,
747,1972.37,2010.25,1860.43,1857.32,1952.87,
748,2055.78,2077.46,1978.51,1957.55,2050.17,
749,2019.73,2045.8,1913.84,1918.18,2003.23,
750,1958.93,1979.21,1879.26,1857.12,1960.09,
751,2078.43,2087.84,1967.89,1970.22,2058.5,
752,1976,1991.95,1894.39,1872.54,1967.38,
753,2027.53,2058.19,1913.11,1923.03,2021.71,
754,2063.02,2075.57,1978.59,1956.37,2054.66,
755,1979.25,1993,1870.41,1873.02,1962.81,
756,2047.47,2056.13,1968.32,1955.93,2041.4,
757,2028.2,2050.87,1925.36,1923.18,2008.92,
758,1991.81,2018.25,1903.62,1885.13,1986.94,
759,2106.68,2126,2000.14,2005.93,2094.84,
760,1993.15,2012.54,1917.63,1889.88,1989.3,
761,2012.59,2029.13,1910.27,1913.41,2014.27,
762,2064.85,2082.54,1993.19,1966.58,2051.31,
763,1999.88,2028.79,1899.4,1897.84,1989.92,
764,2086.11,2107.34,2008.84,1985.93,2078.68,
765,2063.1,2094.77,1969.15,1971.68,2058.85,
766,1996.4,2015.18,1910.36,1895.23,1988.32,
767,2113.37,2132.67,2012.69,2013.71,2106.4,
768,2037.31,2046.47,1948.29,1935.99,2028.01,
769,2061.61,2085.67,1951.46,1952.12,2057.41,
770,2128.3,2149.83,2045.29,2025.7,2117.16,
771,2024.76,2041.41,1920.7,1924.07,2010.43,
772,2067.98,2090.77,1995.62,1979.54,2077.09,
773,2082.55,2098.06,1975.17,1981.1,2074.31,
774,2015.2,2035.65,1930.09,1913.93,2002.65,
775,2144.48,2167.81,2042.48,2046.52,2114.75,
776,2048.34,2062.65,1961.74,1941.16,2038.75,
777,2035.53,2053.51,1931.35,1940.42,2013.06,
778,2109.36,2125.14,2044.6,2016.64,2112.37,
779,2039.32,2061.76,1925.75,1937.75,2016.38,
780,2090.56,2114.22,2012.37,1996.93,2104.33,
781,2121.12,2147.76,2017.53,2022.24,2104.5,
782,2017.96,2036.82,1934.86,1927.81,2038.97,
783,2137.73,2146.06,2030.67,2041.12,2123.11,
784,2066.24,2089.5,1988.08,1980.14,2083.2,
785,2072.48,2095.04,1958.45,1966.7,2059.55,
786,2157.28,2169.17,2086.22,2068.99,2183.5,
787,2063.2,2079.15,1961.08,1962.13,2063.85,
788,2085.68,2098.77,2007.47,1995.41,2106.78,
789,2136.12,2138.86,2027.76,2040.73,2132.94,
790,2054.69,2059.52,1963.66,1952.65,2081.19,
791,2187.36,2187.61,2079.03,2088.4,2185.02,
792,2112.47,2125.01,2030.23,2023.04,2151.05,
793,2088.57,2096.65,1983.71,1994.71,2094.45,
794,2186.31,2190.76,2105.35,2093.94,2211.1,
795,2100.29,2111.19,2000.44,2011.1,2112.23,
796,2138.08,2161.51,2059.69,2050.17,2170.75,
797,2191.85,2203.21,2092.8,2107.71,2206.51,
798,2078.16,2093.16,1998.84,1988.7,2124.15,
799,2194.68,2197.39,2088.51,2103.6,2197.63,
800,2137.08,2152.72,2057.12,2053.65,2179.4,
801,2122.35,2131.95,2014.37,2018.66,2137.5,
802,2225.64,2237.17,2148.18,2142.8,2252.34,
803,2129.68,2148.45,2028.04,2040.26,2148.43,
804,2124.37,2143.18,2048.92,2042.23,2168.32,
805,2204.37,2213.94,2105.75,2121.12,2209.8,
806,2087.98,2118.46,2008.01,2006.25,2139.01,
807,2226.87,2235.64,2118.14,2132.43,2233.32,
808,2167.82,2193.97,2099.9,2085.33,2208.11,
809,2123.66,2143.67,2012.67,2032.5,2143.61,
810,2212.31,2232.78,2136.34,2128.64,2250.95,
811,2154.44,2165.88,2053.81,2063.92,2174.39,
812,2160.51,2182.17,2073.17,2075.66,2200.64,
813,2248.18,2270.28,2148.62,2171.04,2267.15,
814,2096.63,2124.98,2013.92,2016.9,2144.33,
815,2193.55,2203.02,2085.37,2112.68,2213.61,
816,2165.67,2190.94,2096.27,2090.27,2210.54,
817,2129.09,2152.91,2018.04,2038.33,2145.84,
818,2242.79,2261.53,2157.03,2161.39,2275.39,
819,2161.01,2186,2065.73,2084.6,2187.99,
820,2132.68,2163.99,2050.08,2059.05,2185.51,
821,2245.38,2253.43,2148.5,2164.03,2261.14,
822,2124.66,2152.8,2046.73,2046.71,2181.94,
823,2244.55,2249.93,2135.1,2148.02,2255.17,
824,2231.49,2250.24,2148.44,2143.04,2272.01,
825,2149.7,2170.16,2045.71,2065.35,2175.57,
826,2237.05,2257.95,2159.88,2161.94,2278.4,
827,2189.02,2206.29,2092.89,2111.3,2215.82,
828,2172.52,2199.1,2089.52,2103.68,2232.26,
829,2299.6,2319.56,2194.71,2215.9,2325.81,
830,2159.26,2195.64,2075.2,2083.39,2212.87,
831,2225.21,2232.22,2115.67,2142.28,2258.27,
832,2242.01,2266.24,2169.45,2171.28,2291.3,
833,2185.3,2222.08,2079.17,2100.49,2216.75,
834,2301.8,2325.53,2215.39,2225.56,2337.79,
835,2245.65,2270.95,2137.55,2162.32,2268.18,
836,2175.79,2206.67,2095.57,2104.42,2233.36,
837,2308.18,2322.73,2210.86,2231.32,2336.58,
838,2199.17,2237.75,2111.43,2114.68,2254.05,
839,2264.83,2297.57,2149.63,2183.53,2290.33,
840,2300.76,2321.27,2212.1,2215.03,2341.54,
841,2209.09,2222.14,2077.87,2111.08,2228.52,
842,2291.33,2320.3,2197.84,2208.51,2330.3,
843,2266.9,2276.53,2145.38,2175.39,2288.45,
844,2226.77,2241.19,2124.64,2140.62,2275.91,
845,2360.27,2371.62,2241.95,2268.12,2376.68,
846,2248.32,2256.88,2139.6,2151.05,2285.84,
847,2263.19,2282.77,2138.25,2173,2288.37,
848,2325.74,2335.63,2219.91,2231.2,2352.62,
849,2240.71,2259,2103.29,2138.73,2258.05,
850,2334.93,2348.66,2226.23,2244.65,2376.99,
851,2315.01,2323.97,2184.8,2209.03,2321.07,
852,2229.06,2253.13,2117.87,2132.55,2278.85,
853,2359.37,2360.96,2232.99,2256.67,2369.55,
854,2277.15,2300.76,2159.37,2168.37,2313.34,
855,2307.64,2334.58,2174.16,2209.91,2329.56,
856,2374.42,2395.12,2270.89,2278.94,2409.97,
857,2266.73,2279.79,2129.75,2160.35,2278.72,
858,2324.87,2346.66,2211.78,2242.81,2358.82,
859,2335.57,2341.4,2192.9,2234.96,2343.88,
860,2256.92,2287.77,2139.79,2170.54,2298.86,
861,2397.34,2404.9,2268.1,2291.22,2410.4,
862,2302.81,2327.26,2188.35,2206.9,2340.91,
863,2298.68,2310.24,2150.99,2195.92,2315.79,
864,2378.58,2407.34,2276.53,2286.21,2413.77,
865,2289.41,2298.61,2149.15,2186.01,2305.13,
866,2354.07,2377.22,2237.35,2273.24,2395.49,
867,2367.63,2389.28,2240.92,2275.4,2387.73,
868,2271.37,2291.36,2145.03,2180.21,2315.68,
869,2383.21,2402.83,2254.73,2299.42,2399.16,
870,2320.87,2344.72,2211.22,2229.67,2360.78,
871,2326.53,2342.08,2179.65,2220.93,2354.74,
872,2418.67,2450.85,2308.46,2326.34,2452.22,
873,2304.57,2322.36,2158.66,2212.87,2326.45,
874,2341.67,2366.74,2213.65,2257.23,2378.62,
875,2375.99,2390.19,2240.04,2295.67,2400.41,
876,2291.28,2320.96,2156.27,2202.62,2341.67,
877,2432.92,2452.98,2294.92,2330.39,2444.86,
878,2348.42,2374.71,2230.88,2254.84,2390.72,
879,2310.54,2333.86,2159.54,2219.04,2335.53,
880,2422.21,2442.56,2298.04,2322.96,2447.09,
881,2323.16,2344.4,2181.12,2234.39,2346.22,
882,2372.27,2400.84,2240.87,2289.22,2415.86,
883,2436.61,2449.02,2298.75,2335.6,2451.01,
884,2301.98,2332.78,2177.41,2210.85,2351.18,
885,2414.37,2423.89,2266.07,2319.16,2424.9,
886,2370.02,2389.36,2248.34,2287.43,2407.89,
887,2350.12,2381.08,2200.81,2248.94,2380.96,
888,2461.35,2485.97,2343.84,2377.02,2492.89,
889,2361.25,2380.62,2208.23,2266.73,2383.56,
890,2355.53,2390.51,2228.72,2281.13,2401.9,
891,2431.25,2458.99,2290.29,2346.88,,
892,2328.97,2361.78,2187.96,2243.69,,
893,2456.17,2471.03,2302.46,2347.24,,
894,2408.29,2429.51,2275.21,2319.85,,
895,2343.97,2364.04,2182.56,2245.01,,
896,2449.3,2472.97,2319.71,2354.56,,
897,2374.53,2410.93,2226.06,2288.27,,
898,2390.65,2423.18,2243.99,2308.31,,
899,2481.97,2497.97,2328.64,2385.75,,
900,2336.69,2373.21,2198.36,2245.2,,
901,2431.51,2442.69,2277.25,2339.86,,
902,2417.48,2445.48,2286.51,2329.86,,
903,2373.66,2405.99,2207.43,2279.28,,
904,2488.82,2522.31,2359.35,2402.7,,
905,2434.77,2472.07,2280.99,2348.38,,
906,2399.28,2440.46,2262.51,2322.87,,
907,2503.18,2530.11,2357.92,2424.45,,
908,2357.65,2395.35,2219,2278.68,,
909,2462.69,2492.59,2304.66,2372.8,,
910,2460.11,2493.49,2318.01,2374.81,,
911,2369.06,2397.94,2192.89,2274.78,,
912,2470.76,2495.53,2327,2378.74,,
913,2414.1,2439.89,2248.99,2338.63,,
914,2415.57,2445.68,2256.67,2329.68,,
915,2527.33,2550.62,2367.6,2438.23,,
916,2392.25,2431.76,2236.29,2300.13,,
917,2441.66,2469.48,2272.73,2349.37,,
918,2469.17,2498.33,2328.99,2385.19,,
